Orf,Beyer_Phi,SEMPPR_Mean_Phi,Ingolia_Phi
YDL085W,0.011401001,0.010239271,NA
YDL087C,0.004704129,0.023653166,0.03170416
YDL088C,0.016918824,0.024358346,0.188922426
YDL090C,0.021503435,0.017361903,0.138623382
YDL091C,0.008578142,0.027730363,0.024905769
YDL092W,0.074576693,0.117209462,4.652884546
YDL093W,0.041471793,0.009514171,0.049252288
YDL095W,0.336945297,0.018437702,1.258309128
YDL097C,0.158129865,0.023035168,2.05064037
YDL098C,0.018792651,0.042030588,0.173336146
YDL099W,0.062663786,0.041445669,0.619162557
YDL100C,0.392792275,0.098829461,10.91280451
YDL101C,0.025314197,0.016143037,0.101910288
YDL102W,0.036035263,0.008933727,0.048444089
YDL103C,0.109175454,0.036633406,0.687049814
YDL105W,0.008953095,0.019479152,0.024416082
YDL106C,0.011948787,0.017947266,0.055187763
YDL107W,0.003126231,0.015039602,0.055318494
YDL108W,0.032017254,0.030514004,0.186118118
YDL110C,0.049317048,0.065642672,0.141287728
YDL111C,0.105496946,0.035853994,0.454722256
YDL112W,0.077009164,0.003518003,0.093900895
YDL113C,0.003804428,0.018488155,0.058960603
YDL115C,0.024067585,0.015353455,0.259143573
YDL116W,0.040484624,0.011190608,0.173272614
YDL117W,0.029510953,0.010225937,0.055072182
YDL120W,0.00675897,0.045279201,1.204769798
YDL122W,0.11840485,0.011830058,0.279961401
YDL123W,0.021435957,0.082257511,NA
YDL124W,0.376572463,0.06985989,0.451853677
YDL125C,0.629271238,0.143135038,12.44187768
YDL126C,0.61927677,0.028095255,11.68483557
YDL127W,0.011143957,0.019284606,0.050074763
YDL128W,0.33114293,0.033894462,0.477745331
YDL130W,15.9158427,2.733335673,890.1908974
YDL130W-A,NA,NA,0.425034663
YDL131W,0.322279241,0.086269707,NA
YDL132W,0.094021785,0.012552531,0.273206404
YDL133C-A,NA,NA,NA
YDL134C,0.044752392,0.026027464,NA
YDL135C,0.129946807,0.110724607,3.009971872
YDL136W,3.174693776,3.379729398,NA
YDL137W,0.61329308,0.307914678,NA
YDL138W,0.00434506,0.007626265,0.002762689
YDL139C,0.011874945,0.020689457,0.064142141
YDL140C,0.119714597,0.004349042,0.170702271
YDL141W,0.019884762,0.005408371,0.041672805
YDL142C,0.017689745,0.019293188,0.138105636
YDL143W,0.21779606,0.036546662,5.237148074
YDL145C,0.118994329,0.01111078,0.715844434
YDL146W,0.002183378,0.02147666,0.012104545
YDL147W,0.21010734,0.032920767,8.976992835
YDL148C,0.056483731,0.016787704,0.891398617
YDL149W,0.001577295,0.003765032,0.002060792
YDL150W,0.043244521,0.017191556,0.753183921
YDL153C,0.233074853,0.028503369,1.440233633
YDL154W,0.003742171,0.00619805,0.000925193
YDL155W,0.023281598,0.036769602,0.266877225
YDL159W,0.008168002,0.019325109,0.038183022
YDL160C,0.067314129,0.028972203,1.16269688
YDL161W,0.062604027,0.029101994,0.437346248
YDL164C,0.045226355,0.006621617,0.069201691
YDL165W,0.193427838,0.067918819,0.792467005
YDL166C,0.157787772,0.080548575,1.500940792
YDL167C,0.00970302,0.010497408,0.285282033
YDL168W,0.16937431,0.082295978,1.184795855
YDL169C,0.008724121,0.023750825,NA
YDL170W,0.00545305,0.014097434,0.028362575
YDL171C,0.084503886,0.006254099,0.280973746
YDL174C,0.145898805,0.025379861,0.059603424
YDL175C,0.015911608,0.022395602,0.117366567
YDL178W,0.051842139,0.036130616,1.086574257
YDL179W,0.011480849,0.031263056,0.357314396
YDL181W,0.042337188,0.199103433,0.465473658
YDL182W,0.68289447,0.0757921,NA
YDL184C,0.646310959,2.144096589,NA
YDL185W,0.554831642,0.017130528,12.80821082
YDL188C,0.102178202,0.031586042,NA
YDL189W,0.032392515,0.017029485,0.121944307
YDL190C,0.077011114,0.008778487,0.115953707
YDL191W,3.064377617,3.569505475,NA
YDL192W,3.056815466,0.432725151,238.9546902
YDL193W,0.051352055,0.057544083,0.247171356
YDL194W,0.006738973,0.00739795,NA
YDL195W,0.22000723,0.008187783,0.323135866
YDL197C,0.022566061,0.008612123,0.006424325
YDL198C,0.202498277,0.077378124,0.385559724
YDL200C,0.046485234,0.081547996,0.233959531
YDL201W,0.110321158,0.052660343,0.485748424
YDL202W,0.035505644,0.040965043,0.249787179
YDL204W,0.002614427,0.048986838,NA
YDL205C,0.01060102,0.05732897,0.603530424
YDL207W,0.014022178,0.010863593,0.122227058
YDL208W,1.051360038,0.57839025,58.80743617
YDL209C,0.015477271,0.031085901,0.200431811
YDL210W,0.003713551,0.035580075,NA
YDL212W,0.430910075,0.150558753,8.834454222
YDL213C,0.183632225,0.103898077,2.688940123
YDL214C,0.001666504,0.007195329,NA
YDL215C,0.006991067,0.009740764,0.124634183
YDL216C,0.004431512,0.01997301,0.018883207
YDL217C,0.012308296,0.044146813,0.478075949
YDL219W,0.083114879,0.106805875,3.500927999
YDL220C,0.005699066,0.001602688,0.002234307
YDL222C,0.004591638,0.02322752,NA
YDL223C,0.005596558,0.009384089,NA
YDL224C,0.016552787,0.013658093,0.070465469
YDL225W,0.058905649,0.031485119,0.595935691
YDL226C,0.139611594,0.029615173,1.862312808
YDL227C,0.043052678,0.005190833,0.485420723
YDL229W,11.62862636,0.339364558,NA
YDL230W,0.054650979,0.005779057,0.068554048
YDL231C,0.002040171,0.005727639,0.004575576
YDL232W,0.440207787,2.569517759,8.220875782
YDL234C,0.021636302,0.009304089,0.044286137
YDL235C,0.081100221,0.12396599,2.491392035
YDL236W,0.162220622,0.053912256,2.862823543
YDL238C,0.00073853,0.010993886,NA
YDL239C,0.000848239,0.004141957,0.000488334
YDL240W,0.00136753,0.00650746,0.014117108
YDL243C,0.007139864,0.024485119,NA
YDL244W,0.018869727,0.15834722,NA
YDL245C,0.001922222,0.013112323,NA
YDL247W,0.000932356,0.010844265,NA
YDL248W,0.008149055,0.010802522,NA
YDR001C,0.072241625,0.007221994,0.069785454
YDR002W,0.980037649,0.355703706,185.9292875
YDR003W,0.019410462,0.057186895,0.216789568
YDR004W,0.006430433,0.008581832,0.103444182
YDR005C,0.021495975,0.006126358,0.166782568
YDR006C,0.011860789,0.009052773,0.039688792
YDR007W,0.036941953,0.032129387,0.580389057
YDR009W,0.007708138,0.016413518,NA
YDR011W,0.096862996,0.004378924,0.143663952
YDR012W,5.577956709,0.670851818,NA
YDR013W,0.010892123,0.044578443,0.485084792
YDR014W,0.001096597,0.006651962,0.018173701
YDR014W-A,NA,NA,NA
YDR016C,0.075768861,0.070484961,2.393552212
YDR017C,0.012198008,0.006427818,0.114356722
YDR019C,0.082205068,0.018315352,4.602021664
YDR021W,0.026577219,0.048018286,0.216674817
YDR022C,0.005544291,0.033383336,0.045759744
YDR023W,0.684265662,0.091404254,60.41346325
YDR025W,3.234349828,1.178510108,NA
YDR026C,0.003959832,0.022346869,0.072216254
YDR027C,0.016509407,0.003929424,0.051441325
YDR028C,0.03574518,0.007976204,0.226324612
YDR030C,0.007782643,0.013584011,0.006040914
YDR031W,0.043908359,0.138602889,0.240854338
YDR032C,0.695569463,0.413078759,7.82161755
YDR033W,1.799440887,0.155859382,39.59073905
YDR034C,0.004909698,0.006810596,0.063467619
YDR035W,0.359354988,0.068358802,2.558373636
YDR036C,0.050711951,0.0355136,0.108781818
YDR037W,0.639245136,0.071632827,31.42102391
YDR038C,0.053143433,0.008973787,NA
YDR039C,0.164107886,0.009516938,NA
YDR040C,0.002367412,0.009553741,NA
YDR041W,0.077043537,0.04647036,1.240870456
YDR043C,0.005461,0.041438913,0.257795279
YDR044W,0.077196436,0.184266812,1.0088471
YDR045C,0.132889917,0.15139404,4.159065277
YDR046C,0.094324444,0.017719834,0.560586984
YDR047W,0.104525945,0.032784869,0.553701537
YDR050C,15.68581543,1.079351046,4209.750372
YDR052C,0.005337414,0.012866977,0.092736298
YDR054C,0.030806736,0.0388886,0.826822221
YDR055W,0.439172758,0.073191475,0.992315075
YDR057W,0.023067995,0.009217368,0.091547397
YDR058C,0.022230337,0.024835831,0.009361364
YDR059C,0.048448267,0.098010354,NA
YDR060W,0.078770044,0.011217586,0.75239768
YDR062W,0.242386685,0.037765039,1.320071649
YDR064W,1.14489228,2.932244139,3637.01366
YDR068W,0.064388322,0.040768988,0.70217935
YDR069C,0.003575892,0.008400118,0.006194296
YDR071C,0.321082163,0.101253755,18.05738032
YDR072C,0.146562785,0.021642005,0.257860893
YDR073W,0.002189296,0.008916319,0.072554127
YDR074W,0.054164219,0.015416413,0.142482805
YDR075W,0.01164646,0.049498017,0.275569356
YDR076W,0.005194674,0.027628913,NA
YDR077W,2.697699126,0.257821494,NA
YDR078C,0.005274596,0.031316071,0.060449579
YDR079C-A,NA,NA,0.884080333
YDR079W,0.078456986,0.037272813,0.271476575
YDR080W,0.009536743,0.006920251,0.034792366
YDR081C,0.00355207,0.006108576,0.044005541
YDR082W,0.001218242,0.01322709,0.013205895
YDR083W,0.106053918,0.052203232,NA
YDR084C,0.098652316,0.041479714,0.537618472
YDR085C,0.005028676,0.015071552,0.003701062
YDR086C,0.270833898,1.664966657,47.89047027
YDR087C,0.091216304,0.035490313,4.824694897
YDR088C,0.009749588,0.035564071,0.188361573
YDR091C,0.13828241,0.061037467,2.641726169
YDR092W,0.323862526,0.074298961,1.730887852
YDR093W,0.015200405,0.002764676,0.016962373
YDR096W,0.003968048,0.013622141,0.007137104
YDR097C,0.038102927,0.006066343,0.032253738
YDR098C,0.239078914,0.054051558,5.26657863
YDR099W,0.28966114,0.17568335,NA
YDR100W,0.143635738,0.105275937,1.241981022
YDR101C,0.15164963,0.032968061,1.348580751
YDR103W,0.008566413,0.004154392,0.057681028
YDR104C,0.001654169,0.0031679,0.002247488
YDR105C,0.08691969,0.017752071,0.088631493
YDR106W,0.008687855,0.014800727,NA
YDR107C,0.018721962,0.009786493,0.022104644
YDR108W,0.008284719,0.007463921,0.029037816
YDR110W,0.019746544,0.012861852,0.144496215
YDR113C,0.022157409,0.028871174,0.148021448
YDR116C,0.050941116,0.040005159,0.23021286
YDR117C,0.02744267,0.015529777,0.178039121
YDR118W,0.003198458,0.004156902,0.021427091
YDR120C,0.117084612,0.021222834,1.21887637
YDR121W,0.029677156,0.03907453,1.038865282
YDR122W,0.008535227,0.005080456,0.025895
YDR123C,0.008671625,0.019328443,0.046468189
YDR125C,0.001745277,0.028159273,NA
YDR126W,0.006339168,0.012926464,NA
YDR127W,0.083937311,0.005513102,0.259150208
YDR129C,0.271590307,0.034354433,5.262389805
YDR130C,0.016541166,0.009103306,0.274244591
YDR135C,0.0265361,0.003886442,0.15463618
YDR137W,0.011059339,0.003776258,0.09079182
YDR138W,0.007329139,0.008367352,0.045385634
YDR139C,0.338397675,0.144445564,8.653762523
YDR140W,0.066868658,0.046378317,0.157108787
YDR141C,0.011816956,0.001586657,0.015245463
YDR142C,0.003311013,0.024467166,0.020915365
YDR143C,0.021041857,0.02340213,0.051569209
YDR144C,0.08669295,0.013267837,0.222499418
YDR145W,0.046536436,0.010649254,0.440028108
YDR146C,0.030181896,0.009819381,0.102565871
YDR147W,0.013430382,0.011828508,0.127696845
YDR148C,0.066569316,0.059716341,0.406957125
YDR150W,0.011246705,0.001487972,NA
YDR151C,0.025798147,0.019532886,0.416605178
YDR152W,0.114421751,0.059765829,1.724417268
YDR153C,0.067876413,0.016160157,0.315957277
YDR155C,2.902696505,1.164420188,491.0391948
YDR156W,0.231034508,0.048784852,0.568094156
YDR158W,0.448592906,0.146780798,33.02749575
YDR159W,0.005132149,0.004553059,0.017499878
YDR160W,0.003456268,0.007760794,0.003498554
YDR162C,0.047341375,0.038503913,0.47318668
YDR163W,0.055578125,0.039293346,0.223123116
YDR164C,0.019900473,0.016786308,0.044099079
YDR165W,0.100258999,0.041643479,1.667942461
YDR166C,0.005526644,0.008643509,0.038012355
YDR167W,0.163876477,0.016442542,1.00068447
YDR168W,0.11101868,0.033756388,2.737338364
YDR169C,0.011180769,0.009452144,0.04314352
YDR170C,0.090096563,0.002972594,NA
YDR171W,0.110646344,0.03691559,0.051069184
YDR172W,0.356392402,0.045401902,8.645725723
YDR173C,0.007751636,0.016236881,0.055090277
YDR174W,0.281983355,0.154065194,16.09310735
YDR175C,0.039999796,0.024988067,0.498974121
YDR176W,0.017502501,0.013156891,0.106980872
YDR177W,0.389082883,0.08025902,5.544131529
YDR178W,0.176155501,0.098429577,0.208705962
YDR179C,0.010037447,0.051186526,0.146893266
YDR180W,0.013478562,0.002493782,0.009164476
YDR181C,0.015782113,0.019641145,0.048370326
YDR182W,0.10195721,0.010345462,0.16222106
YDR183W,0.019025759,0.045932121,0.196297056
YDR184C,0.036617513,0.048495121,0.286923114
YDR186C,0.008117915,0.007188009,0.080873912
YDR188W,0.427203722,0.019550014,3.135342567
YDR189W,0.065991245,0.020583795,0.32902647
YDR190C,0.321644751,0.042613786,3.718000271
YDR191W,0.007509777,0.037720904,0.031007177
YDR192C,0.029212574,0.02306107,0.058682079
YDR194C,0.063642199,0.028639495,0.800814695
YDR195W,0.010827419,0.018475239,0.15332541
YDR197W,0.006784265,0.021275779,0.086843776
YDR198C,0.015260799,0.009858006,0.095553943
YDR200C,0.004693518,0.017676488,0.02661675
YDR201W,0.040628812,0.144565913,0.460977623
YDR202C,0.015410734,0.015519156,0.074833416
YDR204W,0.028996288,0.020424066,0.203728855
YDR205W,0.014500259,0.009723658,0.016106756
YDR206W,0.013248404,0.00535474,0.136560925
YDR207C,0.010886938,0.010722362,0.016580318
YDR208W,0.014202865,0.008409108,0.087713665
YDR211W,0.090577809,0.018617489,1.070442954
YDR212W,0.183708605,0.03325279,4.023029047
YDR213W,0.003258142,0.007026009,0.020347645
YDR214W,0.185979487,0.031028815,2.301420812
YDR216W,0.00200623,0.004553927,0.001235806
YDR217C,0.002094672,0.00302981,0.026203801
YDR218C,0.00299087,0.024938298,NA
YDR219C,0.006108801,0.016549891,0.156040153
YDR221W,0.01096194,0.013334561,0.071311862
YDR223W,0.000699816,0.007368209,NA
YDR224C,1.092738285,2.182309069,278.997308
YDR225W,1.956602895,1.628994104,NA
YDR226W,1.79086046,0.532827636,157.0151969
YDR227W,0.011268431,0.003025369,0.017311724
YDR228C,0.020411087,0.016793663,0.136393167
YDR229W,0.038141795,0.009584559,0.208576237
YDR231C,0.028498632,0.04775014,0.072063263
YDR232W,0.105101316,0.037083199,0.429854974
YDR233C,1.284397339,0.249483013,12.41786334
YDR234W,0.190128427,0.024104731,0.353747842
YDR235W,0.007908529,0.011270578,0.107859806
YDR236C,0.026174383,0.049772726,0.338061662
YDR237W,0.06771833,0.051060754,0.475585457
YDR238C,0.174552486,0.012477208,1.212281668
YDR239C,0.028436499,0.007448629,0.028709461
YDR240C,0.004562908,0.013896615,0.109914884
YDR242W,0.003391002,0.019963674,0.003100637
YDR243C,0.014113195,0.01922201,0.060854816
YDR244W,0.007711329,0.015941034,0.107143845
YDR245W,0.182315494,0.039366735,1.753496001
YDR246W,0.068062726,0.067003896,0.051300762
YDR247W,0.00420645,0.02700437,NA
YDR251W,0.057097658,0.00927577,0.056960568
YDR252W,0.004755264,0.05944788,0.11363157
YDR253C,0.00544738,0.124459936,NA
YDR254W,0.002292599,0.014566133,0.017513754
YDR255C,0.006077546,0.022932402,NA
YDR256C,0.00107162,0.011336856,NA
YDR257C,0.013155386,0.02338567,0.229951148
YDR258C,0.056042331,0.023617858,0.152956249
YDR259C,0.014907589,0.027775656,NA
YDR260C,0.020581886,0.057670065,0.245773347
YDR261C,0.064782677,0.01048213,0.1983581
YDR263C,0.004606146,0.012477787,NA
YDR264C,0.084459298,0.005803633,0.637538417
YDR265W,0.021192964,0.023865366,0.088583201
YDR266C,0.032810484,0.017385798,0.242426635
YDR267C,0.071294723,0.041626825,0.425994635
YDR268W,0.019245997,0.027261038,0.087248193
YDR270W,0.013160636,0.00526684,0.008157921
YDR272W,0.140692535,0.070145409,1.935197116
YDR273W,0.005188979,0.031202601,NA
YDR275W,0.010610114,0.032859996,0.091325962
YDR276C,1.290386015,1.043999193,61.07744367
YDR277C,0.002949709,0.014518853,NA
YDR279W,0.007909786,0.0153074,0.183370763
YDR280W,0.072864953,0.028763337,1.557323117
YDR281C,0.020157782,0.038772252,1.005499436
YDR283C,0.006550979,0.002753471,0.022212779
YDR284C,0.095401691,0.063874684,0.821915523
YDR285W,0.00646305,0.006125504,0.005556834
YDR287W,0.03020233,0.036776639,0.10343522
YDR288W,0.010568409,0.029914362,0.243636355
YDR289C,0.013324079,0.025281342,0.20725527
YDR292C,0.082673853,0.015360893,0.536298429
YDR293C,0.035278274,0.00877838,0.129504678
YDR294C,0.12626905,0.024578689,0.242896219
YDR295C,0.003034337,0.010662661,0.048139717
YDR296W,0.099425383,0.017541631,0.322383502
YDR297W,0.315337768,0.039447968,0.739679081
YDR298C,0.154141383,0.128185157,3.943507783
YDR299W,0.043275201,0.034302488,1.046113565
YDR300C,0.091952405,0.041426278,1.017684661
YDR301W,0.010447106,0.005164457,0.015076771
YDR302W,0.093617327,0.116571371,1.074141326
YDR303C,0.010420744,0.00686843,0.115222166
YDR304C,0.479588099,0.140436544,16.0038246
YDR305C,0.027133813,0.080969992,0.239366618
YDR308C,0.072918968,0.044917977,1.049778383
YDR309C,0.079456984,0.015785747,0.812912275
YDR310C,0.010599773,0.005627769,0.032836779
YDR311W,0.01821285,0.021001544,0.222425036
YDR312W,0.025138625,0.03818077,NA
YDR313C,0.003161747,0.014196913,0.040842329
YDR314C,0.002164456,0.010686293,NA
YDR315C,0.007899402,0.032521392,0.028614689
YDR316W,0.01197331,0.028878545,0.052877781
YDR317W,0.006633295,0.028343763,0.006512474
YDR318W,0.009305582,0.027604538,0.058902494
YDR320C,0.010547278,0.017290262,0.036205014
YDR320C-A,NA,NA,2.670982216
YDR321W,0.246822429,0.051608451,4.884304889
YDR322C-A,NA,NA,3.83076261
YDR322W,0.078018327,0.029088183,0.183806385
YDR323C,0.008004454,0.011992522,0.032583539
YDR324C,0.094208371,0.016746546,0.729281578
YDR325W,0.018103746,0.00361731,0.028282608
YDR326C,0.017082472,0.003005996,0.062482477
YDR328C,0.692553298,0.056101958,13.12586995
YDR329C,0.044174052,0.008476486,0.127294629
YDR330W,0.006909687,0.022339148,0.046388884
YDR331W,0.023413657,0.017992945,0.376316906
YDR332W,0.001099279,0.009969253,0.0075011
YDR334W,0.016828495,0.002628187,0.01370272
YDR335W,0.042733563,0.004648582,0.059765347
YDR337W,0.044591101,0.047287993,0.43262636
YDR339C,0.179850605,0.102965955,2.83788697
YDR341C,0.703248721,0.043560034,7.591079694
YDR342C,0.559826112,0.133558016,NA
YDR343C,0.583984299,0.133525814,NA
YDR345C,0.739927833,0.138779131,NA
YDR346C,0.121855926,0.05632904,3.657038432
YDR347W,0.079182469,0.018160098,0.250187416
YDR349C,0.039604568,0.011675404,0.111044107
YDR350C,0.005086125,0.004604464,0.024116421
YDR351W,0.006633406,0.005865031,0.060962001
YDR353W,1.168229162,0.128481223,15.00409596
YDR354W,0.076775877,0.02298217,0.483459354
YDR356W,0.001912619,0.005776653,0.058954164
YDR358W,0.02160549,0.010551618,0.047562381
YDR359C,0.003390261,0.004670334,0.004246361
YDR361C,0.099347853,0.042404535,4.920710657
YDR362C,0.013721095,0.005834848,0.046180424
YDR363W,0.004197238,0.015742847,0.039640896
YDR363W-A,NA,NA,27.09188595
YDR364C,0.013379246,0.013122492,0.110294612
YDR365C,0.074328027,0.017716289,1.613479138
YDR368W,0.21026639,0.103137425,2.113328689
YDR369C,0.002805553,0.010453394,0.008960771
YDR372C,0.042998258,0.052539818,3.656492045
YDR373W,0.090181496,0.036185666,3.169029537
YDR375C,0.010517192,0.035237137,0.039359455
YDR376W,0.007953523,0.022701021,0.123319411
YDR377W,0.090748052,0.456630809,13.83300754
YDR378C,0.098527423,0.075056174,15.30017272
YDR379W,0.005107148,0.005385496,0.018358823
YDR380W,0.09465361,0.013538042,0.619886182
YDR381C-A,NA,NA,0.264874695
YDR381W,0.214362373,0.15815285,48.81693479
YDR382W,5.434485837,3.583186508,3092.539515
YDR383C,0.009165911,0.060050997,0.164983672
YDR384C,0.164415509,0.03926167,0.573865729
YDR385W,3.178377024,0.165614295,NA
YDR386W,0.00368628,0.004470818,0.018773544
YDR388W,0.423198264,0.03779317,1.436031905
YDR389W,0.013266213,0.012736277,0.04766572
YDR390C,0.047924111,0.015535689,0.198998041
YDR392W,0.034569725,0.029859031,0.076903265
YDR393W,0.018600584,0.019642952,0.061027586
YDR394W,0.105635606,0.03916194,2.365417498
YDR395W,0.085961562,0.015480347,0.65088332
YDR397C,0.094181231,0.067984575,1.630509765
YDR398W,0.172833445,0.017014841,0.999606954
YDR399W,0.323102535,0.144320897,43.8732622
YDR400W,0.028025605,0.020967973,0.106974643
YDR402C,0.005142299,0.010779415,NA
YDR403W,0.00179378,0.023743946,NA
YDR404C,0.107912293,0.124183016,1.561911662
YDR405W,0.01695081,0.010138592,0.08940347
YDR406W,0.004977452,0.00541645,0.002888825
YDR407C,0.00804243,0.005280287,0.025765806
YDR408C,0.116806895,0.026370525,2.966671142
YDR409W,0.005234083,0.003076267,NA
YDR410C,0.069208616,0.020877106,0.54895983
YDR411C,0.084666894,0.028958129,0.167669488
YDR414C,0.008733113,0.026294872,0.077250979
YDR416W,0.011321737,0.00792768,0.082730704
YDR418W,1.212666318,1.546046259,NA
YDR419W,0.006077646,0.005584959,0.026812541
YDR420W,0.007812884,0.000805984,NA
YDR421W,0.002736526,0.004436859,0.013026693
YDR422C,0.007028233,0.007339906,0.039776758
YDR423C,0.029889365,0.008783897,0.05585399
YDR424C,0.270323548,0.317416468,3.063867996
YDR425W,0.004789007,0.010691915,0.01068754
YDR427W,0.187212764,0.072382335,4.89062939
YDR428C,0.031719225,0.024090078,0.188283585
YDR429C,0.659842151,0.133230047,34.08682237
YDR430C,0.011466791,0.008601153,0.034654388
YDR432W,0.219187014,0.154694476,6.820059524
YDR434W,0.079935132,0.022920504,0.599569098
YDR435C,0.017014303,0.025756669,0.082065753
YDR436W,0.002696336,0.008104024,0.008480628
YDR437W,0.010757274,0.081071476,NA
YDR438W,0.000746128,0.024010143,0
YDR439W,0.003675405,0.027572476,0.030122022
YDR440W,0.004163262,0.009975909,0.029775628
YDR441C,0.039624151,0.060615541,0.160653371
YDR443C,0.002334226,0.002748391,0.003368161
YDR446W,0.005580361,0.013736684,NA
YDR447C,2.302514092,1.782175698,NA
YDR448W,0.029435547,0.012283692,0.151783112
YDR449C,0.045316479,0.022857188,0.808551659
YDR450W,2.541126228,1.47870139,NA
YDR451C,0.011967431,0.006777978,0.537201641
YDR452W,0.109899588,0.012861261,0.368245212
